;ISBN 13;Book title;Author;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
7082;9781595324849;RG Veda  Vol. 01;CLAMP;197;2005-04-12;3,72;820;31
7083;9780192875341;Augustine;Henry Chadwick;128;1986-06-19;3,71;14;3
7084;9780199265770;The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church);Henry Chadwick;744;2003-07-03;4,19;15;1
7085;9780199280162;East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church);Henry Chadwick;316;2005-05-12;3,88;4;1
7086;9780374524791;Satan in Goray;Isaac Bashevis Singer;288;1996-07-31;3,85;853;54
7087;9780345445780;Lights Out;Peter Abrahams;352;2002-06-25;3,65;208;16
7088;9780060737047;Behind the Curtain (Echo Falls  #2);Peter Abrahams;352;2006-04-25;3,9;30;4
7089;9780380898039;Red Message;Peter Abrahams;320;1986-04-01;3,12;8;2
7090;9781892391209;Her Smoke Rose Up Forever;James Tiptree Jr.;508;2004-11-01;4,21;3190;325
7091;9780312890216;The Starry Rift;James Tiptree Jr.;250;1994-09-01;3,81;232;25
7092;9780415908085;Teaching to Transgress: Education as the Practice of Freedom;bell hooks;216;1994-09-14;4,37;5162;325
7093;9780307209436;Desde mi cielo;Alice Sebold;336;2004-10-12;3,81;28;3
7094;9780674777705;The Roman Empire;Colin      Wells;384;1995-08-11;3,58;110;7
7095;9780451217608;Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office;Jen Lancaster;400;2006-03-07;3,9;44607;4114
7096;9780716799566;Economics;Paul Krugman;1088;2007-04-06;3,99;120;5
7097;9780262611350;Development  Geography  and Economic Theory;Paul Krugman;127;1997-08-21;4,0;81;3
7098;9780262611336;Pop Internationalism;Paul Krugman;221;1997-02-24;3,68;310;16
7099;9780786016075;An Unquiet Grave (Louis Kincaid  #7);P.J. Parrish;384;2006-02-01;4,13;614;68
7100;9780786016051;Island Of Bones (Louis Kincaid  #5);P.J. Parrish;384;2004-01-01;4,02;586;62
7101;9780786011896;Dead Of Winter (Louis Kincaid  #2);P.J. Parrish;416;2001-01-01;3,95;773;86
7102;9780786014200;Thicker Than Water (Louis Kincaid  #4);P.J. Parrish;380;2003-01-01;4,09;414;37
7103;9781892062437;Teleportation: From Star Trek to Tesla;Commander X;139;2012-08-20;2,83;2;1
7104;9780977312795;Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow;Zak Smith;784;2006-11-30;4,1;490;41
7105;9780385495547;Sailing the Wine-Dark Sea: Why the Greeks Matter;Thomas Cahill;352;2004-07-27;3,77;2470;233
7106;9780802136183;The Gospel According to Luke;Anonymous;81;1999-10-29;4,64;169;17
7107;9781564782144;The Third Policeman;Flann O'Brien;200;1999-03-01;4,01;12452;1179
7108;9780684827902;The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War;Thucydides;713;1998-09-10;3,9;1751;170
7109;9780064407205;Six Haunted Hairdos (The Hamlet Chronicles  #2);Gregory Maguire;176;1999-08-18;3,53;92;7
7110;9781570623134;Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness;Marion Woodman;256;1997-05-06;4,24;375;24
7111;9780071467445;The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices;Bill   Phillips;309;2006-08-01;3,5;2;0
7112;9780345416261;Pope Joan;Donna Woolfolk Cross;422;2009-06-09;4,08;56471;3809
7113;9780720610659;Pope Joan: Translated & Adapted from the Greek;Emmanuel Rhoides;200;2000-03-01;3,92;266;19
7114;9780451219947;Glass Houses (The Morganville Vampires  #1);Rachel Caine;239;2006-10-03;3,92;83997;3992
7115;9780425199435;The Glass House (Captain Lacey  #3);Ashley Gardner;256;2004-12-07;4,04;1123;62
7116;9781580931861;Glass House;Philip Johnson;256;2007-05-10;4,0;14;2
7117;9780393002317;The Echo of Greece;Edith Hamilton;224;1964-02-17;4,09;29;3
7118;9780393002034;Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women;Euripides;240;1958-11-28;4,06;77;13
7119;9780140443486;The Analects;Confucius;249;1979-09-27;3,83;12131;319
7120;9780743428187;The Twentieth Wife (Taj Mahal Trilogy  #1);Indu Sundaresan;380;2003-02-18;4,04;11380;1253
7121;9788425337604;La Emperatriz tras el velo (Trilogía Taj Mahal  #1);Indu Sundaresan;382;2003-04-30;4,04;2;1
7122;9780345384560;A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam;Karen Armstrong;496;1994-08-09;3,87;1343;144
7123;9780143034360;Buddha;Karen Armstrong;240;2004-09-28;3,89;3783;286
7124;9780812966183;Islam: A Short History;Karen Armstrong;230;2002-08-06;4,02;7660;448
7125;9780385721271;The Spiral Staircase: My Climb Out of Darkness;Karen Armstrong;306;2005-02-22;3,99;5755;575
7126;9780345391698;The Battle for God: A History of Fundamentalism;Karen Armstrong;480;2001-01-30;3,93;5677;254
7127;9780062508867;Muhammad: A Biography of the Prophet;Karen Armstrong;304;1993-09-10;4,15;4978;258
7128;9780345434074;The Analects of Confucius: A Philosophical Translation;Confucius;352;1999-09-07;3,83;180;16
7129;9780872206359;Analects;Confucius;312;2003-09-15;3,83;115;17
7130;9780679721031;Hiroshima;John Hersey;152;1989-03-04;3,97;52567;2358
7131;9780394756967;The Wall;John Hersey;640;1988-03-12;4,28;1829;57
7132;9780618249060;Silent Spring;Rachel Carson;378;2002-10-22;3,97;30281;1694
7133;9780395517420;The House of Life: Rachel Carson at Work;Paul Brooks;350;1989-10-18;3,95;10;1
7134;9780140253801;Under the Sea Wind (Nature Classic);Rachel Carson;320;1996-04-01;4,14;18;4
7135;9780763619336;Black Meets White;Justine Korman Fontes;24;2005-07-12;3,5;50;11
7136;9780446363167;Back Bay (Peter Fallon  #1);William Martin;532;1992-07-01;3,91;1614;173
7137;9780143019299;Letters from the Bay of Islands: The Story of Marianne Williams;Marianne Williams;270;2004-01-01;3,72;24;2
7139;9780679772675;A Civil Action;Jonathan Harr;512;1996-08-27;3,97;13628;754
7140;9780375759864;The Lost Painting;Jonathan Harr;320;2006-11-07;3,74;24619;765
7141;9780375431531;The Lost Painting;Jonathan Harr;368;2005-11-01;3,74;5;0
7142;9780679723127;Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States;Anthony  Lewis;288;1989-04-23;3,91;2264;185
7143;9780192839244;The Library of Greek Mythology;Apollodorus;336;1999-02-25;3,98;1047;34
7144;9780674991354;The Library 1  Books 1-3.9;Apollodorus;464;1921-01-01;3,93;21;2
7145;9780870232060;The Library of Apollodorus: Gods and Heroes of the Greeks;Apollodorus;311;1986-09-01;3,98;11;1
7146;9780872208209;Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology;Apollodorus;328;2007-03-01;3,98;20;2
7147;9783598715433;Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana;Apollodorus;335;1998-07-15;0,0;0;0
7148;9780192839411;Theogony / Works and Days;Hesiod;79;1999-05-13;3,75;9276;163
7149;9781419188510;The Works and Days/Theogony;Hesiod;48;2004-06-17;3,75;3;0
7150;9780801879845;Theogony/Works and Days/Shield;Hesiod;192;2004-06-28;3,97;83;4
7151;9780472081615;The Works and Days/Theogony/The Shield of Herakles;Hesiod;256;1991-11-15;3,97;90;8
7152;9780806118468;The Poems;Hesiod;160;1983-05-15;3,75;105;7
7153;9780198140719;Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts);Hesiod;282;1990-09-13;4,06;9;1
7154;9780226329659;Works of Hesiod and the Homeric Hymns;Hesiod;230;2005-01-15;3,73;34;4
7155;9780374530310;The Georgics of Virgil;Virgil;224;2006-05-02;3,85;85;12
7156;9780679755487;The Death of Virgil;Hermann Broch;496;1995-01-15;4,19;794;65
7157;9780374526962;The Eclogues of Virgil;Virgil;112;2000-06-15;3,91;74;12
7158;9780385422987;The Art of the Personal Essay: An Anthology from the Classical Era to the Present;Phillip Lopate;777;1994-01-01;4,19;48;4
7159;9780385423397;The Art of the Personal Essay: An Anthology from the Classical Era to the Present;Phillip Lopate;777;1997-01-15;4,19;2136;108
7160;9780385497145;Waterfront: A Walk Around Manhattan;Phillip Lopate;450;2005-05-10;3,71;254;34
7161;9780756605926;The DC Comics Encyclopedia;Scott Beatty;352;2004-10-04;4,29;125;6
7162;9780756623586;The Marvel Encyclopedia;Tom DeFalco;352;2006-10-16;4,37;1049;43
7163;9780825429828;Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture;J. Ed Komoszewski;347;2006-05-09;4,2;225;21
7164;9780684801520;The Great Gatsby;F. Scott Fitzgerald;216;1995-06-01;3,91;9844;1050
7165;9781593082901;Daniel Deronda;George Eliot;784;2005-01-30;3,84;206;47
7166;9780618711673;King Leopold's Ghost;Adam Hochschild;384;2006-04-01;4,15;102;20
7167;9780061238239;The End of Days (The Earth Chronicles  #7);Zecharia Sitchin;336;2007-04-03;4,08;489;36
7168;9780060753634;Mating in Captivity: Reconciling the Erotic and the Domestic;Esther Perel;272;2006-09-05;4,15;10138;994
7169;9780385495172;The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature;Geoffrey Miller;528;2001-04-17;4,1;2144;89
7170;9780465008025;The Evolution Of Desire: Strategies of Human Mating;David M. Buss;354;2003-06-26;4,08;1459;78
7171;9780965045643;Middlesex;Jeffrey Eugenides;529;2002-09-04;4,0;1081;228
7172;9780156030168;The Liberated Bride;A.B. Yehoshua;576;2004-10-04;3,77;457;44
7173;9780743255486;Plan of Attack;Bob Woodward;480;2004-10-11;3,68;4603;121
7174;9780743234757;The Commanders;Bob Woodward;400;2002-01-01;3,71;527;26
7175;9780743274036;Veil: The Secret Wars of the CIA 1981-1987;Bob Woodward;592;2005-07-01;3,67;758;48
7176;9780684852638;Shadow: Five Presidents and the Legacy of Watergate;Bob Woodward;608;2000-06-06;3,72;1035;42
7177;9780743274029;The Brethren: Inside the Supreme Court;Bob Woodward;592;2005-07-01;4,11;3841;189
7178;9780395959916;Katy and the Big Snow (Book & Cassette);Virginia Lee Burton;40;1999-08-30;4,24;0;0
7179;9780842342704;Left Behind (Left Behind  #1);Tim LaHaye;342;2000-09-01;3,83;189090;3293
7180;9780842332361;Armageddon: The Cosmic Battle of the Ages (Left Behind  #11);Tim LaHaye;395;2003-11-18;4,03;15869;248
7181;9780842332293;Desecration (Left Behind  #9);Tim LaHaye;432;2002-05-20;4,01;21603;261
7182;9780786224692;Nicolae (Left Behind  #3);Tim LaHaye;530;2005-12-03;3,96;30129;566
7183;9781586481988;Banker to the Poor: Micro-Lending and the Battle Against World Poverty;Muhammad Yunus;289;2003-10-16;4,09;7776;737
7184;9780553378580;Working with Emotional Intelligence;Daniel Goleman;400;2000-01-04;3,81;3265;187
7185;9780805078534;On Intelligence;Jeff Hawkins;261;2005-08-01;4,12;5347;396
7186;9780743273268;The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work;Travis Bradberry;185;2005-06-07;3,52;708;68
7187;9781591397649;Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean;Karen Berman;272;2006-01-01;4,12;1870;92
7188;9780137903955;Artificial Intelligence: A Modern Approach;Stuart Russell;1132;2002-12-20;4,17;2689;79
7190;9780156007085;Walking with the Wind: A Memoir of the Movement;John             Lewis;496;1999-10-18;4,49;2052;253
7191;9780446607438;Jackie After Jack: Portrait of the Lady;Christopher Andersen;592;1999-03-01;3,95;373;27
7192;9780886771287;To Battle the Gods (Jalav  Amazon Warrior  #5);Sharon Green;446;1986-05-06;4,07;87;1
7193;9780156032520;A Tale of Love and Darkness;Amos Oz;560;2005-11-01;4,22;5325;520
7194;9780060516055;What Went Wrong? The Clash Between Islam & Modernity in the Middle East;Bernard Lewis;186;2003-01-07;3,49;2474;257
7195;9780465092758;Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law;Peter Woit;291;2006-09-04;3,93;1495;52
7196;9780525469780;Boy  Were  We Wrong About Dinosaurs!;Kathleen V. Kudlinski;32;2005-09-22;3,93;254;73
7197;9780971030909;There Is Nothing Wrong with You: Going Beyond Self-Hate;Cheri Huber;239;2001-10-01;4,18;1623;101
7198;9780060540906;Dead Wrong (Joanna Brady  #12);J.A. Jance;368;2006-07-25;4,04;4163;220
7199;9781402200458;Sixty Million Frenchmen Can't Be Wrong;Jean-Benoît Nadeau;351;2003-05-01;3,74;2164;212
7200;9781574671452;The Perfect Wrong Note: Learning to Trust Your Musical Self;William Westney;239;2006-06-01;4,24;191;20
7201;9780060934439;In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo;Michela Wrong;338;2002-05-28;3,99;2387;115
7202;9780375725975;Acts of Faith;Philip Caputo;688;2006-05-09;3,94;1617;231
7203;9780736910736;Simple Acts of Faith: Heartwarming Stories of One Life Touching Another;Margaret Feinberg;48;2003-07-01;4,36;14;3
7204;9780830826193;The Cross From A Distance: Atonement In Mark's Gospel;Peter G. Bolt;213;2004-12-09;3,89;50;11
7205;9780787967413;Cults in Our Midst: The Continuing Fight Against Their Hidden Menace;Margaret Thaler Singer;432;2003-04-11;3,95;196;25
7206;9780679737117;Mortals;Norman Rush;736;2004-07-13;3,74;469;57
7207;9780679738169;Whites;Norman Rush;160;1992-09-01;3,77;382;42
7208;9788483103319;Hasta que te encuentre;John Irving;1024;2006-05-01;3,63;28;3
7209;9780451530462;Howards End;E.M. Forster;312;2007-11-06;3,96;104;13
7210;9781556525131;Women  Cats: The History of a Love Affair;Michelle Lovric;66;2003-09-01;4,23;13;1
7211;9780766184152;EULIS! The History of Love;Paschal Beverly Randolph;144;2004-03-05;3,85;9;0
7212;9788496525030;Secretos De Familia;Julia Glass;528;2006-11-01;3,57;0;1
7213;9780887308550;Accidental Empires;Robert X. Cringely;384;1996-09-13;4,01;1570;63
7214;9781558749603;The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love;Janet Geringer Woititz;500;2002-03-08;4,09;152;12
7215;9780618619078;Bury the Chains;Adam Hochschild;496;2006-02-10;4,28;1342;178
7216;9780333904916;Bury the Chains;Adam Hochschild;467;2005-03-18;4,28;13;1
7217;9781565482340;On Christian Belief (Works of Saint Augustine);Augustine of Hippo;372;2005-12-01;4,08;12;1
7218;9780688003470;Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3);Mary  Stewart;928;2004-09-07;4,39;4146;175
7219;9780060823726;Touch Not the Cat;Mary  Stewart;372;2005-11-29;3,91;5029;282
7220;9780061145391;The Gabriel Hounds;Mary  Stewart;322;2006-11-28;3,92;3629;145
7221;9780060548285;The Wicked Day (Arthurian Saga  #4);Mary  Stewart;417;2003-05-01;4,09;10055;244
7222;9780060502959;The Moonspinners;Mary  Stewart;400;2003-11-25;4,03;6019;397
7223;9780060747473;This Rough Magic;Mary  Stewart;373;2004-11-30;4,05;5153;327
7224;9781556526183;Nine Coaches Waiting;Mary  Stewart;342;2006-05-01;4,03;10640;905
7225;9780060747480;Airs Above the Ground;Mary  Stewart;384;2004-11-30;4,05;4615;255
7226;9780060093563;Madam  Will You Talk?;Mary  Stewart;360;2003-11-25;4,05;4460;302
7227;9780374455033;The Night of Wishes;Michael Ende;216;1995-04-17;4,12;3014;56
7228;9780670806829;Mirror in the Mirror;Michael Ende;224;1986-06-05;4,14;74;5
7229;9780373124244;The Greek's Royal Mistress (Princess Brides  #2);Jane Porter;192;2004-09-24;3,69;167;14
7230;9782070362363;La Cantatrice chauve / La Leçon;Eugène Ionesco;150;1972-10-26;3,9;6398;75
7231;9780446614733;Death of a Perfect Wife (Hamish Macbeth  #4);M.C. Beaton;175;2006-07-01;3,81;4958;285
7232;9781569708873;Cold Sleep (Cold Series #1);Narise Konohara;226;2006-08-09;3,73;278;14
7233;9780143037293;The Restless Sleep: Inside New York City's Cold Case Squad;Stacy Horn;336;2006-07-25;3,49;331;42
7234;9782070306022;L'Étranger;Albert Camus;207;2005-03-01;3,98;688;50
7235;9788420637013;La caída;Albert Camus;128;2005-09-19;4,04;233;20
7236;9782070401017;Le Premier homme;Albert Camus;384;2000-02-11;3,96;293;18
7237;9782070733460;Noces;Albert Camus;101;1993-04-07;3,65;184;20
7238;9781594731402;How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook;Stuart M. Matlins;403;2006-02-01;3,95;120;16
7239;9780872200470;The Basic Political Writings;Jean-Jacques Rousseau;227;1987-11-01;3,87;4786;24
7240;9780810956995;Henri Rousseau: Jungles in Paris;Christopher   Green;230;2006-06-01;4,06;31;4
7241;9780874518252;Julie  or the New Heloise;Jean-Jacques Rousseau;728;1997-10-01;3,46;1019;27
7242;9780443066016;Anesthesiology Review;Ronald J. Faust;595;2001-09-21;3,67;12;0
7243;9780140440935;Faust  Part Two;Johann Wolfgang von Goethe;288;1960-02-28;3,73;128;15
7244;9780486431840;The Jew of Malta;Christopher Marlowe;80;2003-08-05;3,6;2963;120
7245;9780689829925;The Trumpeter of Krakow;Eric P. Kelly;224;1999-06-01;3,76;54;13
7246;9780521431088;Numerical Recipes in C: The Art of Scientific Computing;William H. Press;1020;1992-10-30;4,16;217;8
7247;9780521750349;Numerical Recipes Example Book C++: The Art of Scientific Computing;William T. Vetterling;330;2002-02-07;3,25;4;0
7248;9780521437202;Numerical Recipes: Example Book C;William T. Vetterling;336;1992-11-27;3,75;7;0
7249;9780192838995;Eugene Onegin;Alexander Pushkin;240;1998-10-22;4,09;42668;690
7250;9780140448030;Eugene Onegin;Alexander Pushkin;262;2003-04-29;4,09;382;47
7251;9780140443943;Eugene Onegin;Alexander Pushkin;240;1979-12-20;4,09;205;25
7252;9780875011066;Eugene Onegin;Alexander Pushkin;244;2009-01-16;4,09;48;12
7253;9780691019055;Eugene Onegin: A Novel in Verse (Vol. 1);Alexander Pushkin;309;1991-01-21;4,09;272;31
7254;9780691019048;Eugene Onegin  Vol. II (Commentary);Alexander Pushkin;1056;1991-01-21;4,38;45;3
7255;9780465020942;Eugene Onegin: A Novel in Verse;Alexander Pushkin;224;2000-09-11;4,09;44;7
7256;9781903517284;Eugene Onegin;Alexander Pushkin;262;2006-03-01;4,09;10;5
7257;9780471738848;Data Structures and Algorithms in Java;Michael T. Goodrich;720;2005-08-01;3,83;151;8
7258;9780321441461;Data Structures and Algorithm Analysis in C++;Mark Allen Weiss;586;2006-02-01;3,87;155;8
7259;9780534491826;Data Structures and Algorithms in C++;Adam Drozdek;758;2004-09-24;3,8;18;0
7260;9780132370455;Data Structures and Abstractions with Java;Frank M. Carrano;998;2006-08-04;3,47;34;3
7261;9780201498400;Data Structures and Algorithm Analysis in C;Mark Allen Weiss;528;1996-09-19;3,85;120;11
7262;9780534375973;Data Structures and Algorithms in C++;Adam Drozdek;528;2000-06-30;3,8;35;5
7263;785342314526;Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching;Robert Sedgewick;720;1997-09-27;4,16;140;3
7264;9780439959049;Savage Stone Age Sticker Book (Horrible Histories);Terry Deary;20;2005-08-19;4,0;9;0
7265;9780439411875;The Girl  the Dragon  and the Wild Magic (Rhianna  #1);Dave Luckett;119;2003-10-01;3,86;474;31
7266;9780886775148;Wildfire (Drinker of Souls: Wild Magic  #2);Jo Clayton;400;1992-06-02;3,72;80;3
7267;9780575601970;A Sudden Wild Magic;Diana Wynne Jones;380;1997-07-01;3,75;104;15
7268;9780886774967;Wild Magic (Drinker of Souls: Wild Magic  #1);Jo Clayton;368;1991-12-03;3,71;112;4
7269;9780553299038;Exile's Children (Exiles  #1);Angus Wells;688;1996-10-01;3,54;122;5
7270;9780553572667;Lords of the Sky;Angus Wells;688;1995-10-06;3,94;288;17
7271;9780374175474;On a Dark Night I Left My Silent House;Peter Handke;186;2000-11-08;3,27;179;14
7272;9780060754662;Selected Writings;Augustine of Hippo;160;2006-05-30;4,29;4;0
7273;9780915144075;The Essential Augustine;Augustine of Hippo;268;1978-08-01;3,69;114;7
7274;9780812572360;A Mortal Bane (Magdalene La Batarde  #1);Roberta Gellis;352;2001-09-17;3,9;809;63
7275;9780060746872;Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy;Robert F. Kennedy Jr.;256;2004-08-03;4,08;72;14
7276;9780803292451;A Lie and a Libel: The History of the Protocols of the Elders of Zion;Binjamin W. Segel;148;1996-08-01;3,3;8;2
7277;9780804111645;Citizen X: Killer Department;Robert Cullen;258;1993-10-04;4,01;94;10
7278;9780060933524;A Mulligan for Bobby Jobe: A Novel;Bob Cullen;400;2002-05-07;3,32;58;9
